"","568_4","568_5","581_5","611_5","E05_5","E1_4","E1_5","E2_4","E2_5","E3_4","E3_5"
"ASV_983",0,0,0,3,2,0,0,0,0,0,0
"ASV_194",0,0,4,0,3,0,0,3,20,0,17
"ASV_967",0,0,0,0,3,0,0,0,0,0,0
"ASV_1225",0,0,5,0,0,0,0,0,0,0,0
"ASV_382",0,3,26,0,0,0,3,1,2,0,0
"ASV_957",0,1,0,0,1,0,0,0,2,0,0
"ASV_268",0,3,15,26,5,0,0,0,2,0,3
"ASV_385",0,0,0,0,0,0,13,0,7,0,4
"ASV_481",0,3,0,6,0,0,10,0,2,0,2
"ASV_1497",0,0,2,0,0,0,0,0,0,0,0
"ASV_422",0,14,0,7,0,0,4,0,0,0,7
"ASV_236",0,17,19,0,0,0,23,0,0,0,0
"ASV_703",0,0,0,0,0,0,0,0,8,0,0
"ASV_929",0,0,0,0,0,0,0,4,0,0,0
"ASV_172",0,7,0,0,35,0,0,0,0,0,0
"ASV_962",0,0,0,11,0,0,0,0,0,0,0
"ASV_1324",0,0,0,4,0,0,0,0,0,0,0
"ASV_32",0,6,19,33,36,0,57,16,57,0,11
"ASV_410",0,0,0,0,14,0,0,0,0,0,0
"ASV_787",0,13,0,0,0,0,0,0,0,0,0
"ASV_232",0,16,13,6,2,0,3,1,10,0,5
"ASV_811",0,2,0,0,1,0,0,1,2,0,0
"ASV_971",0,0,0,0,0,0,0,0,0,4,5
"ASV_877",0,0,0,0,4,0,0,0,0,0,0
"ASV_34",0,12,0,0,31,0,18,14,111,0,0
"ASV_214",0,0,0,73,5,0,0,0,0,0,4
"ASV_25",0,0,65,0,9,0,47,17,143,0,0
"ASV_650",0,19,0,0,0,0,0,0,0,0,0
"ASV_65",0,32,42,0,7,0,15,7,31,0,14
"ASV_386",0,0,0,15,0,0,0,0,0,0,0
"ASV_1163",0,4,0,0,0,0,0,0,0,0,0
"ASV_1386",0,0,0,0,1,0,0,0,0,0,0
"ASV_1307",0,0,0,0,0,0,0,0,2,0,0
"ASV_212",0,24,6,2,0,0,20,0,3,0,8
"ASV_1300",0,0,0,0,1,0,0,0,0,0,0
"ASV_790",0,0,8,0,0,0,0,0,0,0,4
"ASV_278",0,9,0,0,19,0,0,0,0,0,0
"ASV_483",0,0,8,0,0,0,0,0,11,0,0
"ASV_653",0,0,0,0,0,0,0,0,0,0,14
"ASV_551",0,0,8,0,4,0,4,0,0,0,0
"ASV_210",0,0,0,26,4,0,24,5,0,0,0
"ASV_989",0,0,0,0,3,0,0,0,0,0,0
"ASV_275",0,14,23,0,0,0,0,0,0,0,0
"ASV_852",0,0,8,0,0,0,0,0,0,0,3
"ASV_341",0,0,13,0,12,0,0,0,0,5,0
"ASV_608",0,0,0,0,0,0,0,0,0,0,16
"ASV_964",0,0,0,0,0,0,0,0,0,0,5
"ASV_1494",0,0,2,0,0,0,0,0,0,0,0
"ASV_539",0,0,7,0,4,0,0,0,3,0,2
"ASV_1175",0,0,0,0,0,0,0,0,1,0,2
"ASV_1528",0,0,0,0,1,0,0,0,0,0,0
"ASV_528",0,7,0,0,0,0,0,1,8,0,0
"ASV_744",0,0,2,3,0,0,0,1,4,0,0
"ASV_1682",0,0,0,0,0,0,0,0,0,0,1
"ASV_1333",0,0,0,0,1,0,0,0,0,0,0
"ASV_472",0,8,0,0,5,0,5,0,0,0,2
"ASV_615",0,0,0,26,0,0,0,0,0,0,0
"ASV_794",0,0,0,0,0,0,0,0,0,0,8
"ASV_424",0,0,0,0,0,0,0,3,13,0,0
"ASV_644",0,0,3,21,0,0,0,0,0,0,0
"ASV_396",0,0,2,0,11,0,0,0,0,0,3
"ASV_1376",0,0,3,0,0,0,0,0,0,0,0
"ASV_492",0,0,0,0,0,0,0,1,7,0,9
"ASV_1512",0,0,0,3,0,0,0,0,0,0,0
"ASV_631",0,7,2,0,1,0,1,0,3,0,0
"ASV_338",0,4,0,10,3,0,8,0,0,2,9
"ASV_705",0,0,15,0,0,0,0,1,0,0,0
"ASV_240",32,8,0,3,2,3,0,0,1,0,0
"ASV_1668",0,0,0,0,0,0,0,1,0,0,0
"ASV_992",0,0,0,0,0,0,0,4,0,0,0
"ASV_604",0,0,12,0,0,0,7,0,0,0,0
"ASV_349",0,9,0,4,4,0,10,0,2,0,0
"ASV_574",0,0,9,0,5,0,0,0,0,0,2
"ASV_638",0,8,0,0,0,0,7,0,0,0,0
"ASV_279",0,8,0,0,0,0,4,2,19,0,0
"ASV_457",0,8,0,0,5,0,6,0,0,0,0
"ASV_720",0,0,9,0,0,0,3,0,0,0,0
"ASV_1249",0,0,4,0,0,0,0,0,0,0,0
"ASV_1588",0,0,0,0,1,0,0,0,0,0,0
"ASV_1171",0,0,0,7,0,0,0,0,0,0,0
"ASV_1393",0,0,0,0,0,0,2,0,0,0,0
"ASV_1244",0,4,0,0,0,0,0,0,0,0,0
"ASV_1377",0,0,3,0,0,0,0,0,0,0,0
"ASV_1750",0,0,0,0,0,0,0,0,0,0,1
"ASV_1596",0,0,0,0,0,0,1,0,0,0,0
"ASV_818",0,0,0,4,0,0,6,0,0,0,0
"ASV_1499",0,0,2,0,0,0,0,0,0,0,0
"ASV_1402",0,0,0,0,0,0,0,0,0,0,2
"ASV_1162",0,4,0,0,0,0,0,0,1,0,0
"ASV_1530",0,0,0,0,1,0,0,0,0,0,0
"ASV_853",0,0,4,0,0,0,2,0,2,0,0
"ASV_1118",0,6,0,0,0,0,0,0,0,0,0
"ASV_710",0,7,0,0,0,0,6,0,0,0,0
"ASV_895",0,5,5,0,0,0,0,0,0,0,0
"ASV_1270",0,0,0,0,0,0,0,0,2,0,0
"ASV_1531",0,0,0,0,1,0,0,0,0,0,0
"ASV_899",0,0,0,7,0,0,0,2,0,0,0
"ASV_662",0,11,0,3,0,0,0,0,0,0,2
"ASV_1071",0,5,0,0,1,0,0,0,0,0,0
"ASV_276",0,7,4,7,0,0,3,1,7,0,11
"ASV_1614",0,0,0,0,0,0,0,0,0,0,1
"ASV_505",0,0,3,0,1,0,2,0,5,0,8
"ASV_982",0,0,0,10,0,0,0,0,0,0,0
"ASV_1074",0,2,0,0,0,0,0,0,0,0,3
"ASV_595",0,0,2,3,0,0,4,2,3,0,0
"ASV_688",0,5,0,0,4,0,0,0,0,0,1
"ASV_534",0,0,0,16,0,0,6,0,1,0,0
"ASV_778",0,0,2,0,1,0,3,0,2,0,0
"ASV_856",0,0,1,0,2,0,0,1,0,0,2
"ASV_1640",0,0,0,2,0,0,0,0,0,0,0
"ASV_1704",0,0,0,1,0,0,0,0,0,0,0
"ASV_565",0,0,11,0,5,0,0,0,0,0,0
"ASV_45",0,0,30,0,40,0,0,8,57,0,9
"ASV_399",0,0,0,0,0,0,0,4,14,0,0
"ASV_27",0,69,78,80,47,0,7,0,19,15,31
"ASV_1369",0,3,0,0,0,0,0,0,0,0,0
"ASV_869",0,3,0,2,0,0,0,0,3,0,0
"ASV_1672",0,0,0,0,0,0,0,1,0,0,0
"ASV_146",0,12,25,4,10,0,0,3,17,0,0
"ASV_324",0,2,0,0,1,0,0,1,13,0,10
"ASV_1214",0,0,0,0,0,0,0,0,2,0,0
"ASV_711",0,4,7,2,0,0,0,0,2,0,0
"ASV_812",0,2,4,0,0,0,0,0,3,0,0
"ASV_1349",0,0,0,0,0,0,0,0,2,0,0
"ASV_1467",0,0,0,0,0,0,0,0,1,0,0
"ASV_535",0,0,0,6,5,0,0,0,0,0,7
"ASV_687",0,17,0,0,0,0,0,0,0,0,0
"ASV_1151",0,0,0,0,0,0,0,0,0,0,4
"ASV_1255",0,0,0,0,2,0,0,0,0,0,0
"ASV_934",0,3,0,0,0,0,0,0,3,0,0
"ASV_280",0,6,11,0,5,0,4,1,4,0,7
"ASV_1487",0,2,0,0,0,0,0,0,0,0,0
"ASV_797",0,0,0,0,5,0,0,0,0,0,0
"ASV_1034",0,0,0,0,0,0,1,0,3,0,0
"ASV_1009",0,0,0,0,3,0,0,0,0,0,0
"ASV_1185",0,0,0,0,0,0,0,0,0,0,4
"ASV_888",0,0,0,5,3,0,0,0,0,0,0
"ASV_1373",0,0,3,0,0,0,0,0,0,0,0
"ASV_1604",0,0,0,0,0,0,0,0,1,0,0
"ASV_1086",0,0,0,0,0,0,2,0,0,0,3
"ASV_267",0,0,0,0,6,0,4,0,9,0,12
"ASV_629",0,8,0,0,0,0,5,0,0,0,3
"ASV_1602",0,0,0,0,0,0,0,0,1,0,0
"ASV_1665",0,0,0,0,0,0,1,0,0,0,0
"ASV_1330",0,0,0,0,1,0,0,0,0,0,0
"ASV_913",0,0,0,0,0,0,0,0,0,0,8
"ASV_1108",0,0,0,0,0,0,4,0,0,0,0
"ASV_85",0,13,0,10,45,0,0,0,0,0,3
"ASV_1498",0,0,2,0,0,0,0,0,0,0,0
"ASV_616",0,0,0,0,8,0,0,0,0,0,0
"ASV_203",0,0,0,0,0,0,51,0,0,0,0
"ASV_858",0,0,0,0,4,0,0,0,0,0,0
"ASV_17",0,69,115,93,137,0,16,26,153,14,74
"ASV_248",0,0,40,0,7,0,0,0,0,0,0
"ASV_118",0,0,17,0,9,0,0,0,44,0,0
"ASV_475",0,0,0,0,4,0,0,1,5,0,5
"ASV_926",0,0,0,0,4,0,0,0,0,0,0
"ASV_779",0,0,0,10,0,0,0,0,0,0,4
"ASV_532",0,0,11,0,6,0,0,0,0,0,0
"ASV_199",0,17,10,10,7,0,16,1,2,0,0
"ASV_1340",0,0,0,0,0,0,2,0,0,0,0
"ASV_555",0,9,0,5,0,0,0,0,2,0,5
"ASV_1384",0,0,0,0,1,0,0,0,0,0,0
"ASV_1536",0,0,0,0,0,0,1,0,0,0,0
"ASV_1359",0,0,0,0,0,0,0,0,0,0,3
"ASV_1291",0,0,0,5,0,0,0,0,0,0,0
"ASV_728",0,5,3,0,2,0,0,0,0,0,0
"ASV_1533",0,0,0,0,0,0,1,0,0,0,0
"ASV_1170",0,0,6,0,0,0,0,0,0,0,0
"ASV_1559",0,2,0,0,0,0,0,0,0,0,0
"ASV_242",0,70,0,0,0,0,0,0,0,0,0
"ASV_1516",0,0,0,3,0,0,0,0,0,0,0
"ASV_1013",0,0,0,0,1,0,0,0,0,0,4
"ASV_208",0,0,3,0,4,0,0,2,20,4,5
"ASV_769",0,12,0,3,0,0,0,0,0,0,0
"ASV_1337",0,0,0,0,0,0,2,0,0,0,0
"ASV_912",0,0,0,0,0,0,0,0,2,0,4
"ASV_300",0,8,0,10,2,0,2,0,3,0,0
"ASV_1241",0,0,0,0,0,0,0,0,0,0,3
"ASV_739",0,4,0,0,0,0,0,1,4,0,0
"ASV_335",0,4,0,7,6,0,0,0,4,2,11
"ASV_702",0,0,0,0,0,0,0,2,5,0,0
"ASV_476",0,0,0,0,0,0,19,0,0,0,0
"ASV_1514",0,0,0,3,0,0,0,0,0,0,0
"ASV_1631",1,0,0,0,0,0,0,0,0,0,0
"ASV_847",0,0,0,0,0,0,0,1,4,0,0
"ASV_1590",0,0,0,0,1,0,0,0,0,0,0
"ASV_1195",0,0,4,0,0,0,0,0,0,0,1
"ASV_1667",0,0,0,0,0,0,0,1,0,0,0
"ASV_1277",2,0,1,0,0,0,0,0,0,0,0
"ASV_1455",0,0,0,0,0,1,0,0,0,0,0
"ASV_130",0,0,0,2,5,0,45,1,15,0,0
"ASV_1557",0,2,0,0,0,0,0,0,0,0,0
"ASV_78",0,0,0,0,0,54,0,21,0,0,0
"ASV_14",161,62,18,71,32,264,79,79,25,114,5
"ASV_41",0,0,0,0,0,88,10,26,0,0,0
"ASV_51",18,48,2,84,5,35,9,0,0,10,0
"ASV_1546",0,0,0,0,0,0,0,0,0,0,2
"ASV_259",22,0,0,0,7,3,6,0,0,0,0
"ASV_860",0,0,0,0,4,0,0,0,0,0,0
"ASV_1681",0,0,0,0,0,0,0,0,0,0,1
"ASV_777",0,0,4,0,1,0,1,1,0,0,3
"ASV_1724",0,0,0,0,0,0,1,0,0,0,0
"ASV_1339",0,0,0,0,0,0,2,0,0,0,0
"ASV_44",0,0,0,0,110,0,0,0,0,0,0
"ASV_131",0,21,0,0,12,0,0,9,7,27,6
"ASV_438",5,0,0,0,0,5,9,0,0,0,0
"ASV_19",8,32,4,13,96,65,27,55,23,421,13
"ASV_7",18,310,111,100,315,2,84,230,50,123,400
"ASV_13",0,76,18,92,91,18,102,358,21,132,120
"ASV_3",45,369,126,409,653,105,469,1938,109,811,650
"ASV_5",42,200,93,303,415,23,100,372,35,259,224
"ASV_506",0,0,0,0,0,0,0,12,0,0,0
"ASV_4",3288,423,325,143,193,196,296,96,115,1516,275
"ASV_10",1004,383,31,64,33,0,25,0,0,244,41
"ASV_8",0,87,149,236,130,26,603,61,60,550,119
"ASV_6",10,306,171,674,192,13,380,145,84,205,161
"ASV_102",0,0,9,5,8,0,8,9,30,3,5
"ASV_120",0,0,16,0,28,0,10,0,0,0,19
"ASV_1147",0,0,0,0,0,0,0,0,3,0,0
"ASV_139",0,0,25,17,13,0,0,0,0,0,16
"ASV_105",0,0,0,0,5,0,0,20,38,0,0
